gene,in_degree,centrality_rank,selected
TRGC1,222,6272,False
PNPT1P1,222,6273,False
ENSG00000234173,222,6274,False
USP17L4,222,6275,False
MAPK6P3,222,6276,False
ENSG00000238102,222,6277,False
ENSG00000243744,222,6278,False
ENSG00000262312,222,6279,False
ENSG00000272604,222,6280,False
MIR378J,222,6281,False
IGKV1-12,222,6282,False
FCAR,222,6283,False
CACNA1C,222,6284,False
ENSG00000287714,222,6285,False
ENSG00000288980,222,6286,False
ADAM22,221,6287,False
GABRA3,221,6288,False
C12ORF4,221,6289,False
TBC1D2,221,6290,False
SEC14L2,221,6291,False
ACAP2,221,6292,False
LTBP2,221,6293,False
RHOT1,221,6294,False
NPHP4,221,6295,False
VRTN,221,6296,False
TCF12,221,6297,False
CTSS,221,6298,False
UBAP1,221,6299,False
SOHLH1,221,6300,False
PLIN4,221,6301,False
ZC3H12D,221,6302,False
H2AC21,221,6303,False
TMEM255B,221,6304,False
KRBOX5,221,6305,False
MRPL38,221,6306,False
IGLV1-47,221,6307,False
ENSG00000218596,221,6308,False
RLIMP1,221,6309,False
ACBD6,221,6310,False
RPL10P3,221,6311,False
FYTTD1P1,221,6312,False
IGKV1-27,221,6313,False
RNU2-24P,221,6314,False
GVINP1,221,6315,False
OPCML-IT1,221,6316,False
SAMD11P1,221,6317,False
RCC2,221,6318,False
IGKV1-27,221,6319,False
IGKV1-9,221,6320,False
FCAR,221,6321,False
ENSG00000285578,221,6322,False
ENSG00000287172,221,6323,False
ENSG00000289386,221,6324,False
DNAAF9,220,6325,False
DNAJB11,220,6326,False
SNU13,220,6327,False
SYDE1,220,6328,False
UBE2D3,220,6329,False
LRRC39,220,6330,False
RNF114,220,6331,False
PIN1,220,6332,False
ECSIT,220,6333,False
GNS,220,6334,False
ASB15,220,6335,False
QTRT2,220,6336,False
PID1,220,6337,False
MMP14,220,6338,False
BCL6B,220,6339,False
CSMD3,220,6340,False
BORCS5,220,6341,False
ASPG,220,6342,False
ATP9B,220,6343,False
MIR31HG,220,6344,False
RCC2,220,6345,False
PAPPA,220,6346,False
NELFA,220,6347,False
GRAPL,220,6348,False
CDC42BPB,220,6349,False
ENSG00000200120,220,6350,False
RNU6-1327P,220,6351,False
ENSG00000203647,220,6352,False
SNORA7A,220,6353,False
DNASE1,220,6354,False
MIR938,220,6355,False
LINC01793,220,6356,False
ENSG00000229301,220,6357,False
FLT1P1,220,6358,False
ENSG00000232337,220,6359,False
IGKV1-9,220,6360,False
IGKV2-30,220,6361,False
SEMA6A-AS2,220,6362,False
SHANK3,220,6363,False
RTEL1P1,220,6364,False
ENSG00000253420,220,6365,False
LINC02336,220,6366,False
L1CAM-AS1,220,6367,False
BORCS5,220,6368,False
IGKV2-30,220,6369,False
FYTTD1P1,220,6370,False
FCAR,220,6371,False
ENSG00000286167,220,6372,False
NDUFAF7,219,6373,False
ERBB3,219,6374,False
TRNT1,219,6375,False
SH2D3C,219,6376,False
GLRA2,219,6377,False
AHR,219,6378,False
PPWD1,219,6379,False
MED20,219,6380,False
SUMF2,219,6381,False
TTYH3,219,6382,False
GALNT5,219,6383,False
PFKL,219,6384,False
HIKESHI,219,6385,False
CNTN5,219,6386,False
MIPOL1,219,6387,False
SAMD8,219,6388,False
TNFRSF14,219,6389,False
RAVER1,219,6390,False
RPP14,219,6391,False
SLC6A18,219,6392,False
PLK1,219,6393,False
SLC27A4,219,6394,False
TLCD3A,219,6395,False
LMAN2,219,6396,False
LEMD3,219,6397,False
TNK1,219,6398,False
ANKS4B,219,6399,False
CCDC89,219,6400,False
SLC25A29,219,6401,False
MT-TC,219,6402,False
HPN-AS1,219,6403,False
H3P31,219,6404,False
ENSG00000232817,219,6405,False
ENSG00000235296,219,6406,False
ENSG00000248468,219,6407,False
ZNF260,219,6408,False
STX16-NPEPL1,219,6409,False
CACNA1C-AS4,219,6410,False
ENSG00000259950,219,6411,False
ENSG00000272106,219,6412,False
ENSG00000275348,219,6413,False
CACNA1C-AS4,219,6414,False
ENSG00000285899,219,6415,False
ENSG00000286463,219,6416,False
ENSG00000287624,219,6417,False
LINC03026,219,6418,False
ENSG00000287796,219,6419,False
PHF20,218,6420,False
SZRD1,218,6421,False
EVC,218,6422,False
UBE2K,218,6423,False
TDRD3,218,6424,False
PGS1,218,6425,False
CCM2L,218,6426,False
IDH3B,218,6427,False
MESD,218,6428,False
SLC8A2,218,6429,False
KLHL29,218,6430,False
ATG101,218,6431,False
MED1,218,6432,False
CD68,218,6433,False
TARS2,218,6434,False
KLHL3,218,6435,False
ACAD8,218,6436,False
ROBO4,218,6437,False
MFSD12,218,6438,False
THOC7,218,6439,False
ZMYND19,218,6440,False
NDUFV1,218,6441,False
SLC35G2,218,6442,False
PLK3,218,6443,False
ENSG00000179038,218,6444,False
WDR97,218,6445,False
CYP8B1,218,6446,False
GPR132,218,6447,False
EP400P1,218,6448,False
TMLHE,218,6449,False
C6ORF163,218,6450,False
SNORA30,218,6451,False
IGHV3-49,218,6452,False
STIP1P3,218,6453,False
TREML5P,218,6454,False
ENSG00000232900,218,6455,False
GRM3-AS1,218,6456,False
RN7SL254P,218,6457,False
PRKCH-AS1,218,6458,False
ENSG00000249012,218,6459,False
MARCHF11-DT,218,6460,False
AQP7B,218,6461,False
ENSG00000260997,218,6462,False
IGHV3-30,218,6463,False
IGHV3-49,218,6464,False
ENSG00000278192,218,6465,False
IGHA1,218,6466,False
IGHV3-30,218,6467,False
ENSG00000285650,218,6468,False
LIMA1,217,6469,False
CA12,217,6470,False
PLOD1,217,6471,False
SAMHD1,217,6472,False
CLDN15,217,6473,False
FOXM1,217,6474,False
C1ORF159,217,6475,False
DAB2IP,217,6476,False
MED9,217,6477,False
KALRN,217,6478,False
PPP1R16A,217,6479,False
PCF11,217,6480,False
HINT1,217,6481,False
GTF2IRD2B,217,6482,False
CALHM5,217,6483,False
TMPPE,217,6484,False
ZNF527,217,6485,False
IGLV3-21,217,6486,False
ENSG00000213169,217,6487,False
GIMAP1,217,6488,False
ZNF433-AS1,217,6489,False
C13ORF42,217,6490,False
PRDX3P1,217,6491,False
PANTR1,217,6492,False
ENSG00000234751,217,6493,False
ENSG00000242593,217,6494,False
LINC01193,217,6495,False
ENSG00000259925,217,6496,False
ENSG00000260832,217,6497,False
SMG1P7,217,6498,False
ENSG00000267560,217,6499,False
ENSG00000276952,217,6500,False
ENSG00000278001,217,6501,False
ZNF436,217,6502,False
ANKS4B,217,6503,False
HOMER3,216,6504,False
ZNF343,216,6505,False
SEL1L3,216,6506,False
SPAG7,216,6507,False
GNPNAT1,216,6508,False
TAF1C,216,6509,False
EZH1,216,6510,False
MED13L,216,6511,False
TERF2,216,6512,False
XPO4,216,6513,False
STT3A,216,6514,False
UGT2A3,216,6515,False
SORL1,216,6516,False
SLC6A1,216,6517,False
PPP1R15B,216,6518,False
ATXN7L2,216,6519,False
PSMD6,216,6520,False
MYD88,216,6521,False
DENND4A,216,6522,False
ZNF530,216,6523,False
ZNF534,216,6524,False
TRBV6-1,216,6525,False
RPS19P1,216,6526,False
ANXA2R-AS1,216,6527,False
RCN1P1,216,6528,False
CENPVL3,216,6529,False
POT1-AS1,216,6530,False
ENSG00000230175,216,6531,False
RPLP0P5,216,6532,False
SULT1C2P1,216,6533,False
ENSG00000242588,216,6534,False
ENSG00000248434,216,6535,False
JAKMIP1-DT,216,6536,False
FAM86HP,216,6537,False
ENSG00000259697,216,6538,False
ENSG00000260279,216,6539,False
ENSG00000260478,216,6540,False
MIR5581,216,6541,False
TSIX,216,6542,False
ENSG00000289085,216,6543,False
LY75,215,6544,False
F7,215,6545,False
PYGM,215,6546,False
DNAJA2,215,6547,False
KDM2B,215,6548,False
CEP192,215,6549,False
GIMAP2,215,6550,False
SENP5,215,6551,False
SLC35B1,215,6552,False
INPP5K,215,6553,False
GIMAP6,215,6554,False
ACVRL1,215,6555,False
KRT71,215,6556,False
MARCHF1,215,6557,False
ADAM17,215,6558,False
NBL1,215,6559,False
PSMD1,215,6560,False
TDRD6,215,6561,False
KNTC1,215,6562,False
IGHA1,215,6563,False
ACTN4P2,215,6564,False
NUTM2D,215,6565,False
ROR1-AS1,215,6566,False
MIR137HG,215,6567,False
MIR4290HG,215,6568,False
NLGN1-AS1,215,6569,False
ORM2,215,6570,False
UGT1A2P,215,6571,False
AJM1,215,6572,False
ENSG00000235138,215,6573,False
IGKV3-20,215,6574,False
IGKV1-17,215,6575,False
MIR130AHG,215,6576,False
ENSG00000262265,215,6577,False
ENSG00000268049,215,6578,False
TRBV6-1,215,6579,False
IGKV1-17,215,6580,False
IGKV1-6,215,6581,False
ENSG00000286249,215,6582,False
ENSG00000287853,215,6583,False
TYMP,214,6584,False
WNT8A,214,6585,False
POLD1,214,6586,False
NCR2,214,6587,False
ESS2,214,6588,False
KCNK10,214,6589,False
LOX,214,6590,False
DHDDS,214,6591,False
SSR1,214,6592,False
ZNF436,214,6593,False
NUP210,214,6594,False
ANKRD17,214,6595,False
NCK1,214,6596,False
PIGO,214,6597,False
TRIM66,214,6598,False
BRMS1,214,6599,False
CD164L2,214,6600,False
OR4F17,214,6601,False
ZNF322,214,6602,False
MSL1,214,6603,False
CRACDL,214,6604,False
CYP2B6,214,6605,False
ENSG00000204971,214,6606,False
IGLV4-69,214,6607,False
TRAV10,214,6608,False
ATP13A3-DT,214,6609,False
IGKV1-6,214,6610,False
IGKV2-24,214,6611,False
ENSG00000244560,214,6612,False
ENSG00000250674,214,6613,False
SLC25A48-AS1,214,6614,False
ENSG00000253130,214,6615,False
TPBGL-AS1,214,6616,False
RPL35AP23,214,6617,False
TBC1D29P,214,6618,False
ENSG00000271546,214,6619,False
ENSG00000276411,214,6620,False
FAM30A,214,6621,False
IGKV3-20,214,6622,False
ADORA3,214,6623,False
ENSG00000286360,214,6624,False
PLEKHB1,213,6625,False
PDIA5,213,6626,False
TCF3,213,6627,False
CCDC134,213,6628,False
PITRM1,213,6629,False
NPHP3,213,6630,False
NCAPH,213,6631,False
ITM2C,213,6632,False
GPR32,213,6633,False
CDCA5,213,6634,False
AIFM1,213,6635,False
RPS6KA4,213,6636,False
OR6B2,213,6637,False
FCHSD1,213,6638,False
ENSG00000222511,213,6639,False
DAB1-AS1,213,6640,False
OSMR-DT,213,6641,False
LINC02949,213,6642,False
LINC01915,213,6643,False
ENSG00000267127,213,6644,False
ADGRL1-AS1,213,6645,False
IGKV2-24,213,6646,False
ENSG00000287643,213,6647,False
ENSG00000289434,213,6648,False
SEMA3B,212,6649,False
ATP1A2,212,6650,False
ITPR3,212,6651,False
GSDME,212,6652,False
NRXN2,212,6653,False
CLINT1,212,6654,False
BCL9,212,6655,False
ZMIZ2,212,6656,False
PDE1B,212,6657,False
S1PR4,212,6658,False
POT1,212,6659,False
SNX6,212,6660,False
NDUFA10,212,6661,False
HAVCR2,212,6662,False
SLC35A5,212,6663,False
SLC17A4,212,6664,False
GABPA,212,6665,False
CEP44,212,6666,False
STXBP4,212,6667,False
APBB1,212,6668,False
NDEL1,212,6669,False
LRRC20,212,6670,False
LCMT1,212,6671,False
LINC00885,212,6672,False
SLC9A3-AS1,212,6673,False
DHX9P1,212,6674,False
ME2P1,212,6675,False
ZBED9P1,212,6676,False
GTF2H4,212,6677,False
RPL35AP13,212,6678,False
LINC00923,212,6679,False
ENSG00000253623,212,6680,False
ENSG00000264876,212,6681,False
MZF1-AS1,212,6682,False
SLC2A11,212,6683,False
RPS9,212,6684,False
H4C2,212,6685,False
EEF1B2,212,6686,False
ENSG00000286110,212,6687,False
ENSG00000286282,212,6688,False
ENSG00000288670,212,6689,False
ENSG00000288754,212,6690,False
CROCC,211,6691,False
CHKB,211,6692,False
SF3A2,211,6693,False
LILRA1,211,6694,False
GABRA4,211,6695,False
KIAA1549L,211,6696,False
EEF1B2,211,6697,False
LANCL1,211,6698,False
SH3TC1,211,6699,False
PSD4,211,6700,False
ZCCHC9,211,6701,False
RINT1,211,6702,False
GSTCD,211,6703,False
ADHFE1,211,6704,False
UBALD1,211,6705,False
TM4SF18,211,6706,False
LDHD,211,6707,False
CD3D,211,6708,False
TP53I13,211,6709,False
DUS1L,211,6710,False
NME6,211,6711,False
C3ORF38,211,6712,False
ARID2,211,6713,False
IGLV3-25,211,6714,False
LINC01567,211,6715,False
ENSG00000225647,211,6716,False
ENSG00000228826,211,6717,False
MIR194-2HG,211,6718,False
FSIP2-AS1,211,6719,False
ENSG00000233839,211,6720,False
SPTBN1-AS2,211,6721,False
DYNC1LI2-DT,211,6722,False
ENSG00000253980,211,6723,False
LINC02388,211,6724,False
ENSG00000260416,211,6725,False
ENSG00000277938,211,6726,False
ENSG00000281233,211,6727,False
TRBV9,211,6728,False
ENSG00000283121,211,6729,False
ENSG00000286244,211,6730,False
ENSG00000289395,211,6731,False
NUDCD3,210,6732,False
CDH1,210,6733,False
COL16A1,210,6734,False
HOOK2,210,6735,False
AHSA1,210,6736,False
HERC1,210,6737,False
CASQ2,210,6738,False
GPR75,210,6739,False
TNFSF10,210,6740,False
SERPINA7,210,6741,False
MRPS7,210,6742,False
SH3BP4,210,6743,False
NPL,210,6744,False
ABI2,210,6745,False
ASXL3,210,6746,False
COL6A2,210,6747,False
NCAPG2,210,6748,False
ATPAF2,210,6749,False
SMAD2,210,6750,False
PGBD5,210,6751,False
EIF3K,210,6752,False
LINC00910,210,6753,False
TPSB2,210,6754,False
ENSG00000201850,210,6755,False
MIR548E,210,6756,False
MTND4P32,210,6757,False
RPL6P3,210,6758,False
GOT2P7,210,6759,False
HDAC1P2,210,6760,False
ENSG00000235088,210,6761,False
MSC-AS1,210,6762,False
ENSG00000251339,210,6763,False
ENSG00000254067,210,6764,False
TRAV1-2,210,6765,False
ENSG00000257947,210,6766,False
ENSG00000260137,210,6767,False
ENSG00000266522,210,6768,False
PSMC4,210,6769,False
EIF3K,210,6770,False
FCAR,210,6771,False
ENSG00000285906,210,6772,False
ENSG00000286934,210,6773,False
ENSG00000287692,210,6774,False
ENSG00000288414,210,6775,False
PSMC4,209,6776,False
ALDH18A1,209,6777,False
PALS1,209,6778,False
RASAL2,209,6779,False
STRN4,209,6780,False
CABIN1,209,6781,False
FNDC3A,209,6782,False
LIG1,209,6783,False
EPB41L5,209,6784,False
ENY2,209,6785,False
DLL4,209,6786,False
AFDN,209,6787,False
CYP2E1,209,6788,False
PPHLN1,209,6789,False
MARCHF7,209,6790,False
BCAR3,209,6791,False
SFXN5,209,6792,False
USP16,209,6793,False
GPRIN1,209,6794,False
ZNF672,209,6795,False
ATF7IP,209,6796,False
RGS19,209,6797,False
SLFN11,209,6798,False
FOSL1,209,6799,False
ENSG00000176320,209,6800,False
DPY19L3,209,6801,False
PP2D1,209,6802,False
RPL9P14,209,6803,False
FPR3,209,6804,False
PABPC1P2,209,6805,False
OR2L2,209,6806,False
ADD3-AS1,209,6807,False
IGKV4-1,209,6808,False
MESTP1,209,6809,False
ENSG00000224901,209,6810,False
LINC02587,209,6811,False
ENSG00000230392,209,6812,False
ARL4AP4,209,6813,False
RPL4P2,209,6814,False
HNRNPA1P44,209,6815,False
LINC00964,209,6816,False
ENSG00000254007,209,6817,False
NLRP9P1,209,6818,False
ENSG00000256706,209,6819,False
ENSG00000258985,209,6820,False
LINC02253,209,6821,False
ENSG00000259828,209,6822,False
LINC02165,209,6823,False
ENSG00000268643,209,6824,False
ENSG00000269069,209,6825,False
SCARNA16,209,6826,False
ENSG00000285796,209,6827,False
ENSG00000287702,209,6828,False
ENSG00000288730,209,6829,False
SPHK2,208,6830,False
NUP50,208,6831,False
MYL7,208,6832,False
MTERF1,208,6833,False
REEP2,208,6834,False
IFNAR1,208,6835,False
LMTK3,208,6836,False
KIF2C,208,6837,False
NR1I2,208,6838,False
KIAA1755,208,6839,False
ZNF837,208,6840,False
SPARCL1,208,6841,False
MCRIP2,208,6842,False
TLR10,208,6843,False
SH3PXD2B,208,6844,False
SPHK1,208,6845,False
PNMA8A,208,6846,False
PGPEP1L,208,6847,False
KIRREL1,208,6848,False
DRD5P1,208,6849,False
WWOX,208,6850,False
JAKMIP3,208,6851,False
NOXA1,208,6852,False
KLHL9,208,6853,False
GPATCH3,208,6854,False
IGLV3-19,208,6855,False
ENSG00000213939,208,6856,False
FAM228B,208,6857,False
ATP5F1AP2,208,6858,False
ENSG00000228151,208,6859,False
LINC00345,208,6860,False
ENSG00000254519,208,6861,False
ENSG00000259505,208,6862,False
ENSG00000263698,208,6863,False
ENSG00000269050,208,6864,False
HSP90AA4P,208,6865,False
QPCTL,207,6866,False
USP13,207,6867,False
ZBTB11,207,6868,False
SUPT16H,207,6869,False
SARS2,207,6870,False
TIMM44,207,6871,False
CYTH2,207,6872,False
FBXL20,207,6873,False
ACTR3,207,6874,False
SLF2,207,6875,False
TRAF3,207,6876,False
SLC41A1,207,6877,False
EPHA7,207,6878,False
KIF23,207,6879,False
NLRP12,207,6880,False
GPR174,207,6881,False
ESAM,207,6882,False
SOGA1,207,6883,False
MTMR12,207,6884,False
FLI1,207,6885,False
WNT3A,207,6886,False
VOPP1,207,6887,False
VBP1,207,6888,False
ODR4,207,6889,False
DTX3L,207,6890,False
SVEP1,207,6891,False
GFM1,207,6892,False
RAB6A,207,6893,False
TPRXL,207,6894,False
SUMO2,207,6895,False
KPNA5,207,6896,False
CYP2A7,207,6897,False
FAM83A-AS1,207,6898,False
MIR647,207,6899,False
TRAV6,207,6900,False
ENSG00000224733,207,6901,False
ENSG00000227388,207,6902,False
LINC01128,207,6903,False
ENSG00000231416,207,6904,False
ENSG00000232057,207,6905,False
HGH1,207,6906,False
LINC02827,207,6907,False
ENSG00000237312,207,6908,False
ENSG00000244146,207,6909,False
ALDH1A3-AS1,207,6910,False
MIR4453HG,207,6911,False
ENSG00000282936,207,6912,False
RPL9P14,207,6913,False
ENSG00000286584,207,6914,False
ENSG00000289532,207,6915,False
RABEP1,206,6916,False
RCN1,206,6917,False
SEC61A2,206,6918,False
IDH3G,206,6919,False
ZBED4,206,6920,False
KPNA3,206,6921,False
STX10,206,6922,False
AKNA,206,6923,False
TMED5,206,6924,False
CAMSAP2,206,6925,False
ARHGAP9,206,6926,False
LRP1,206,6927,False
PRDM7,206,6928,False
EXOSC2,206,6929,False
LAMC1,206,6930,False
SUCLA2,206,6931,False
TEX2,206,6932,False
GOLGA1,206,6933,False
SAE1,206,6934,False
RABL2A,206,6935,False
UBA3,206,6936,False
PRSS53,206,6937,False
CCNB2,206,6938,False
FLAD1,206,6939,False
PLXDC1,206,6940,False
PLB1,206,6941,False
HNF4G,206,6942,False
ATG16L2,206,6943,False
LAMB2,206,6944,False
ATP2A2,206,6945,False
TNP2,206,6946,False
MAGED1,206,6947,False
SEPTIN10,206,6948,False
HSP90AA4P,206,6949,False
KRT8P44,206,6950,False
LINC01515,206,6951,False
RNU7-57P,206,6952,False
ENSG00000243813,206,6953,False
LINC02466,206,6954,False
PTPRJ-AS1,206,6955,False
B3GAT1-DT,206,6956,False
OR9A4,206,6957,False
FBN1-DT,206,6958,False
ENSG00000267074,206,6959,False
ENSG00000271976,206,6960,False
ENSG00000274510,206,6961,False
ZNF660,206,6962,False
BLACAT1,206,6963,False
ENSG00000281853,206,6964,False
ENSG00000289512,206,6965,False
GDI2,205,6966,False
KCNAB2,205,6967,False
GTSE1,205,6968,False
IZUMO4,205,6969,False
ARVCF,205,6970,False
RAB2A,205,6971,False
ACBD5,205,6972,False
SMAD5,205,6973,False
HYAL1,205,6974,False
LMAN2L,205,6975,False
TSNAX,205,6976,False
VAPB,205,6977,False
ATG14,205,6978,False
MTCH1,205,6979,False
DEF8,205,6980,False
USP21,205,6981,False
CNIH3,205,6982,False
DOK3,205,6983,False
RNF166,205,6984,False
PRICKLE2,205,6985,False
ARHGAP42,205,6986,False
AMN,205,6987,False
ZNF212,205,6988,False
SSC5D,205,6989,False
SETD3,205,6990,False
AFAP1,205,6991,False
FAM114A1,205,6992,False
MT-TN,205,6993,False
IGLV3-10,205,6994,False
IGHG1,205,6995,False
PHB1P12,205,6996,False
MLIP-AS1,205,6997,False
ENSG00000251034,205,6998,False
TAS2R64P,205,6999,False
LNCOG,205,7000,False
LINC02402,205,7001,False
ENSG00000259805,205,7002,False
ENSG00000264895,205,7003,False
ENSG00000266987,205,7004,False
ENSG00000267216,205,7005,False
LINC02987,205,7006,False
LINC01954,205,7007,False
IGHG1,205,7008,False
ENSG00000285943,205,7009,False
ENSG00000289133,205,7010,False
STAB1,204,7011,False
CTNNA1,204,7012,False
FAM114A2,204,7013,False
RFXANK,204,7014,False
RBL2,204,7015,False
NBN,204,7016,False
DHX40,204,7017,False
PILRB,204,7018,False
CLUH,204,7019,False
FHOD3,204,7020,False
PNMT,204,7021,False
NHP2,204,7022,False
STARD9,204,7023,False
TGM7,204,7024,False
DPY30,204,7025,False
PRKCI,204,7026,False
GATAD2A,204,7027,False
SCARA5,204,7028,False
DTWD2,204,7029,False
ZADH2,204,7030,False
ENSG00000184188,204,7031,False
BRCC3,204,7032,False
PRSS48,204,7033,False
ZNF250,204,7034,False
RUSC2,204,7035,False
INPP5B,204,7036,False
MIR581,204,7037,False
TRAV8-4,204,7038,False
IGHV3-20,204,7039,False
ZNF337-AS1,204,7040,False
UBE2SP2,204,7041,False
ENSG00000224888,204,7042,False
COL6A4P2,204,7043,False
RPL12P29,204,7044,False
DCUN1D2-AS,204,7045,False
MYCNOS,204,7046,False
BACH1-IT3,204,7047,False
ENSG00000239465,204,7048,False
USP2-AS1,204,7049,False
ENSG00000249604,204,7050,False
AP5B1,204,7051,False
ENSG00000261478,204,7052,False
TAS2R64P,204,7053,False
ENSG00000267919,204,7054,False
NBPF12,204,7055,False
UBR7,204,7056,False
IGHV3-20,204,7057,False
ENSG00000285791,204,7058,False
ENSG00000289732,204,7059,False
MKS1,203,7060,False
TAF11,203,7061,False
SMG6,203,7062,False
FERMT2,203,7063,False
EPHA6,203,7064,False
PRELID3B,203,7065,False
IL17F,203,7066,False
PTK7,203,7067,False
TANC1,203,7068,False
ATP5PB,203,7069,False
DNMT3L,203,7070,False
ZNF660,203,7071,False
ERLIN2,203,7072,False
DUSP15,203,7073,False
SAP18,203,7074,False
LGI2,203,7075,False
ATP6V1C1,203,7076,False
RMND1,203,7077,False
LHFPL4,203,7078,False
BUB1B,203,7079,False
HDGFL2,203,7080,False
ATP5PD,203,7081,False
HPSE,203,7082,False
TRAK1,203,7083,False
SHISA6,203,7084,False
PRSS29P,203,7085,False
RN7SKP149,203,7086,False
LINC01588,203,7087,False
ZNF859P,203,7088,False
FNIP1,203,7089,False
MTCO3P5,203,7090,False
ENSG00000228999,203,7091,False
SCARNA7,203,7092,False
LINC01088,203,7093,False
AP1G2-AS1,203,7094,False
ENSG00000259336,203,7095,False
ENSG00000278082,203,7096,False
ENSG00000282772,203,7097,False
ENSG00000288886,203,7098,False
ENSG00000289404,203,7099,False
COX15,202,7100,False
FAS,202,7101,False
KIF1B,202,7102,False
PRKCZ,202,7103,False
ACO2,202,7104,False
PQBP1,202,7105,False
MTHFSD,202,7106,False
EMC2,202,7107,False
C2CD5,202,7108,False
ZBTB47,202,7109,False
ABCD4,202,7110,False
GAL3ST1,202,7111,False
FBH1,202,7112,False
SMPD2,202,7113,False
NCOA2,202,7114,False
POGK,202,7115,False
CLEC1A,202,7116,False
PI4K2A,202,7117,False
CPT2,202,7118,False
INAVA,202,7119,False
SUCLG1,202,7120,False
MSS51,202,7121,False
TMED3,202,7122,False
COG1,202,7123,False
OR9G1,202,7124,False
OR52K2,202,7125,False
ZNF17,202,7126,False
MCRS1,202,7127,False
SNORA80A,202,7128,False
TMEM273,202,7129,False
PCDHA9,202,7130,False
TBC1D26,202,7131,False
SPATA13-AS1,202,7132,False
SF3A3P1,202,7133,False
ENSG00000231896,202,7134,False
ENSG00000233332,202,7135,False
ENSG00000234484,202,7136,False
NOTCH4,202,7137,False
SCARNA12,202,7138,False
ERICH6-AS1,202,7139,False
SEPTIN7P10,202,7140,False
ENSG00000251080,202,7141,False
ENSG00000254339,202,7142,False
LINC02444,202,7143,False
ENSG00000263618,202,7144,False
TNFRSF14,202,7145,False
IGHV3-21,202,7146,False
ENSG00000285934,202,7147,False
ENSG00000286346,202,7148,False
ENSG00000286480,202,7149,False
ENSG00000289265,202,7150,False
RNF216,201,7151,False
SNX29,201,7152,False
GSC2,201,7153,False
MAGT1,201,7154,False
N4BP1,201,7155,False
CPN1,201,7156,False
DOHH,201,7157,False
SLC27A1,201,7158,False
ARMC9,201,7159,False
NDUFB5,201,7160,False
ZNF189,201,7161,False
RETREG2,201,7162,False
BHMT,201,7163,False
TAL1,201,7164,False
FBXO41,201,7165,False
SNIP1,201,7166,False
TSR1,201,7167,False
HTR1E,201,7168,False
GIMAP8,201,7169,False
TPSAB1,201,7170,False
EXO1,201,7171,False
CASKIN2,201,7172,False
ZNF784,201,7173,False
SLC38A3,201,7174,False
SNORA74A,201,7175,False
LINC02210,201,7176,False
PKD1P4,201,7177,False
MIR25,201,7178,False
SNORD67,201,7179,False
RPL13P2,201,7180,False
ENSG00000225673,201,7181,False
ASB15-AS1,201,7182,False
SNORD10,201,7183,False
IGKV2D-29,201,7184,False
EEF1A1P19,201,7185,False
ENSG00000258803,201,7186,False
CAP2P1,201,7187,False
DDX18P1,201,7188,False
ENSG00000267177,201,7189,False
ENSG00000269938,201,7190,False
ENSG00000269950,201,7191,False
ENSG00000270116,201,7192,False
ENSG00000271420,201,7193,False
ENSG00000280579,201,7194,False
ENSG00000282191,201,7195,False
ENSG00000283012,201,7196,False
PDK2,200,7197,False
RHBDF1,200,7198,False
MRC2,200,7199,False
ARNTL2,200,7200,False
GPC1,200,7201,False
DDX20,200,7202,False
CYB5R4,200,7203,False
XYLB,200,7204,False
NAA10,200,7205,False
GGA2,200,7206,False
DCTN6,200,7207,False
NDUFC1,200,7208,False
TCIRG1,200,7209,False
FRK,200,7210,False
GLT8D2,200,7211,False
HIGD1B,200,7212,False
ORC3,200,7213,False
AFG3L2,200,7214,False
ZNF787,200,7215,False
ECM1,200,7216,False
TATDN1,200,7217,False
PPP4C,200,7218,False
TMEM237,200,7219,False
PAXIP1,200,7220,False
MOCS2,200,7221,False
REEP4,200,7222,False
ARSJ,200,7223,False
OR5T2,200,7224,False
FMNL1,200,7225,False
ZNF799,200,7226,False
NRAP,200,7227,False
DENND1C,200,7228,False
NPM1P22,200,7229,False
DNAH8-AS1,200,7230,False
SLFN14,200,7231,False
RPS27AP7,200,7232,False
LINC02217,200,7233,False
ENSG00000253857,200,7234,False
ENSG00000254705,200,7235,False
ENSG00000264490,200,7236,False
RN7SL405P,200,7237,False
ENSG00000266513,200,7238,False
MILR1,200,7239,False
ENSG00000279006,200,7240,False
PKD1P6,200,7241,False
ENSG00000285648,200,7242,False
ENSG00000287837,200,7243,False
ENSG00000287958,200,7244,False
ENSG00000289891,200,7245,False
HFE,199,7246,False
PTCD2,199,7247,False
EXD2,199,7248,False
HADHA,199,7249,False
DNM1L,199,7250,False
FKBP14,199,7251,False
ESYT2,199,7252,False
DNAL1,199,7253,False
RRP36,199,7254,False
MRO,199,7255,False
PDGFRA,199,7256,False
VPS36,199,7257,False
SLCO2B1,199,7258,False
ITGA11,199,7259,False
TICRR,199,7260,False
DCAF6,199,7261,False
CRNN,199,7262,False
MMS22L,199,7263,False
GRID2,199,7264,False
TRIM11,199,7265,False
ZNF276,199,7266,False
G6PD,199,7267,False
TREML1,199,7268,False
DCST2,199,7269,False
KLK15,199,7270,False
ASPHD1,199,7271,False
ZG16,199,7272,False
LPL,199,7273,False
WASH6P,199,7274,False
CLDN5,199,7275,False
TLR5,199,7276,False
FANCM,199,7277,False
ENTPD6,199,7278,False
LST1,199,7279,False
IGLV7-43,199,7280,False
TRBV7-6,199,7281,False
