gene,in_variance_set,in_centrality_set,in_kegg_set,n_sources,variance_rank,centrality_rank,ensg_ids,biotype
MIR548F2,False,True,False,1,,773.0,ENSG00000221782,MIRNA
MIR548H4,False,True,False,1,,311.0,ENSG00000221616,MIRNA
MIR548I1,False,True,False,1,,4676.0,ENSG00000221737,MIRNA
MIR548X2,False,True,False,1,,720.0,ENSG00000263581,MIRNA
MIR548Z,False,True,False,1,,331.0,ENSG00000266016,MIRNA
MIR5687,False,True,False,1,,683.0,ENSG00000265135,MIRNA
MIR570,False,True,False,1,,2276.0,ENSG00000207650,MIRNA
MIR5706,False,True,False,1,,462.0,ENSG00000264536,MIRNA
MIR573,False,True,False,1,,3001.0,ENSG00000207697,MIRNA
MIR576,False,True,False,1,,3969.0,ENSG00000207988,MIRNA
MIR590,False,True,False,1,,2829.0,ENSG00000207741,MIRNA
MIR600HG,True,True,False,2,2971.0,1785.0,ENSG00000236901,LNCRNA
MIR604,False,True,False,1,,2529.0,ENSG00000207612,MIRNA
MIR6081,False,True,False,1,,1027.0,ENSG00000274115,MIRNA
MIR644A,False,True,False,1,,4425.0,ENSG00000207997,MIRNA
MIR663A,True,False,False,1,1157.0,,ENSG00000284419,MIRNA
MIR663AHG,True,False,False,1,117.0,,ENSG00000227195,LNCRNA
MIR663B,True,False,False,1,1495.0,,ENSG00000221288,MIRNA
MIR7515HG,False,True,False,1,,702.0,ENSG00000236172,LNCRNA
MIR8075,False,True,False,1,,2072.0,ENSG00000277942,MIRNA
MIR8086,False,True,False,1,,3028.0,ENSG00000275036,MIRNA
MIR920,False,True,False,1,,1562.0,ENSG00000216192,MIRNA
MKLN1-AS,False,True,False,1,,4753.0,ENSG00000236753,LNCRNA
MKRN5P,False,True,False,1,,363.0,ENSG00000224430,PROCESSED_PSEUDOGENE
MMP23A,True,False,False,1,3792.0,,ENSG00000215914,UNPROCESSED_PSEUDOGENE
MRPS17P1,False,True,False,1,,988.0,ENSG00000268949,PROCESSED_PSEUDOGENE
MRPS6P2,False,True,False,1,,674.0,ENSG00000237130,PROCESSED_PSEUDOGENE
MRTFA-AS1,False,True,False,1,,1072.0,ENSG00000232564,LNCRNA
MSANTD2-AS1,False,True,False,1,,416.0,ENSG00000245498,LNCRNA
MSC-AS1,True,False,False,1,2322.0,,ENSG00000235531,LNCRNA
MT-RNR1,True,False,False,1,2738.0,,ENSG00000211459,MT_RRNA
MT-RNR2,True,False,False,1,2566.0,,ENSG00000210082,MT_RRNA
MT-TA,True,False,False,1,501.0,,ENSG00000210127,MT_TRNA
MT-TC,True,False,False,1,173.0,,ENSG00000210140,MT_TRNA
MT-TE,True,False,False,1,1156.0,,ENSG00000210194,MT_TRNA
MT-TL1,True,False,False,1,3404.0,,ENSG00000209082,MT_TRNA
MT-TL2,True,False,False,1,4872.0,,ENSG00000210191,MT_TRNA
MT-TN,True,False,False,1,205.0,,ENSG00000210135,MT_TRNA
MT-TP,True,False,False,1,79.0,,ENSG00000210196,MT_TRNA
MT-TS1,True,False,False,1,583.0,,ENSG00000210151,MT_TRNA
MT-TY,True,False,False,1,474.0,,ENSG00000210144,MT_TRNA
MT1L,True,False,False,1,2077.0,,ENSG00000260549,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
MTATP6P1,True,False,False,1,2182.0,,ENSG00000248527,UNPROCESSED_PSEUDOGENE
MTCH1P2,False,True,False,1,,2255.0,ENSG00000256282,TRANSCRIBED_PROCESSED_PSEUDOGENE
MTCO2P33,False,True,False,1,,4158.0,ENSG00000217083,PROCESSED_PSEUDOGENE
MTCYBP11,False,True,False,1,,3817.0,ENSG00000224288,PROCESSED_PSEUDOGENE
MTND1P23,True,False,False,1,1316.0,,ENSG00000225972,UNPROCESSED_PSEUDOGENE
MTND2P28,True,False,False,1,2456.0,,ENSG00000225630,UNPROCESSED_PSEUDOGENE
MTND4P12,True,False,False,1,1665.0,,ENSG00000247627,PROCESSED_PSEUDOGENE
MTND4P20,False,True,False,1,,3109.0,ENSG00000233377,PROCESSED_PSEUDOGENE
MTND4P22,False,True,False,1,,3770.0,ENSG00000232772,PROCESSED_PSEUDOGENE
MTND5P24,False,True,False,1,,3769.0,ENSG00000224852,PROCESSED_PSEUDOGENE
MTUS2-AS1,False,True,False,1,,1578.0,ENSG00000179141,LNCRNA
MUC20-OT1,False,True,False,1,,572.0,"ENSG00000242086,ENSG00000280512,ENSG00000280993,ENSG00000281060,ENSG00000281603,ENSG00000281794,ENSG00000281915,ENSG00000282953",LNCRNA
MYG1P1,False,True,False,1,,1306.0,ENSG00000270846,PROCESSED_PSEUDOGENE
MYO3B-AS1,False,True,False,1,,127.0,ENSG00000231898,LNCRNA
N4BP2L2-IT2,False,True,False,1,,1886.0,ENSG00000281026,LNCRNA
NACA3P,False,True,False,1,,3530.0,ENSG00000121089,PROCESSED_PSEUDOGENE
NAMPTP1,True,False,False,1,2650.0,,ENSG00000229644,PROCESSED_PSEUDOGENE
NANOGP5,False,True,False,1,,1330.0,ENSG00000231697,TRANSCRIBED_PROCESSED_PSEUDOGENE
NAP1L1P1,False,True,False,1,,2883.0,ENSG00000254759,PROCESSED_PSEUDOGENE
NAV2-AS2,True,False,False,1,832.0,,ENSG00000254453,LNCRNA
NBPF13P,False,True,False,1,,3329.0,ENSG00000283342,UNPROCESSED_PSEUDOGENE
NCAM1-AS1,True,True,False,2,1988.0,1641.0,ENSG00000227487,LNCRNA
NCF1B,False,True,False,1,,1061.0,ENSG00000182487,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
NCF1C,True,True,False,2,3585.0,1251.0,ENSG00000165178,UNPROCESSED_PSEUDOGENE
NDUFA3P2,False,True,False,1,,334.0,ENSG00000254856,PROCESSED_PSEUDOGENE
NDUFA6-DT,False,True,False,1,,2930.0,"ENSG00000237037,ENSG00000273616,ENSG00000280613,ENSG00000280811",LNCRNA
NDUFAF4P4,False,True,False,1,,998.0,ENSG00000231378,PROCESSED_PSEUDOGENE
NDUFS5P1,False,True,False,1,,4074.0,ENSG00000218424,PROCESSED_PSEUDOGENE
NEFHP1,False,True,False,1,,1085.0,ENSG00000223489,PROCESSED_PSEUDOGENE
NFIA-AS1,False,True,False,1,,972.0,ENSG00000237853,LNCRNA
NFIA-AS2,False,True,False,1,,788.0,ENSG00000237928,LNCRNA
NIP7P3,False,True,False,1,,52.0,ENSG00000218428,PROCESSED_PSEUDOGENE
NIPBL-DT,False,True,False,1,,3948.0,ENSG00000285967,LNCRNA
NKX2-1-AS1,False,True,False,1,,3300.0,ENSG00000253563,LNCRNA
NPY6R,True,True,False,2,144.0,2294.0,ENSG00000226306,TRANSCRIBED_UNITARY_PSEUDOGENE
NRG1-IT1,False,True,False,1,,795.0,ENSG00000253974,LNCRNA
NRG3-AS1,False,True,False,1,,3566.0,ENSG00000225738,LNCRNA
NRIP3-DT,False,True,False,1,,2266.0,ENSG00000253973,LNCRNA
NSFP1,True,False,False,1,2097.0,,"ENSG00000260075,ENSG00000280810,ENSG00000282733",UNPROCESSED_PSEUDOGENE
NSUN5P1,False,True,False,1,,2002.0,ENSG00000223705,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
NTRK3-AS1,False,True,False,1,,894.0,ENSG00000260305,LNCRNA
NUDT16-DT,False,True,False,1,,301.0,ENSG00000250608,LNCRNA
NUDT4P2,True,False,False,1,1727.0,,ENSG00000271121,PROCESSED_PSEUDOGENE
NUP93-DT,False,True,False,1,,1406.0,ENSG00000261302,LNCRNA
OFD1P17,False,True,False,1,,3730.0,ENSG00000228212,PROCESSED_PSEUDOGENE
OLA1P3,False,True,False,1,,2856.0,ENSG00000257966,PROCESSED_PSEUDOGENE
OLMALINC,False,True,False,1,,2510.0,ENSG00000235823,LNCRNA
OR51R1P,False,True,False,1,,3794.0,ENSG00000237272,UNITARY_PSEUDOGENE
OR52P2P,False,True,False,1,,4041.0,ENSG00000171999,UNITARY_PSEUDOGENE
OR55B1P,False,True,False,1,,3021.0,ENSG00000231548,TRANSCRIBED_UNITARY_PSEUDOGENE
OR6M2P,False,True,False,1,,4889.0,ENSG00000254613,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
OR7A2P,False,True,False,1,,3345.0,ENSG00000172148,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
OR7E122P,False,True,False,1,,2666.0,ENSG00000215160,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
OR7E25P,False,True,False,1,,355.0,ENSG00000187847,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
OR9M1P,False,True,False,1,,1910.0,ENSG00000186124,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
OSTM1-AS1,False,True,False,1,,2244.0,ENSG00000225174,LNCRNA
OTUD4P1,False,True,False,1,,667.0,ENSG00000118976,PROCESSED_PSEUDOGENE
PABPC1L2B-AS1,False,True,False,1,,4587.0,ENSG00000226725,LNCRNA
PABPC1P11,False,True,False,1,,3731.0,ENSG00000228810,PROCESSED_PSEUDOGENE
PABPC1P8,False,True,False,1,,1129.0,"ENSG00000228755,ENSG00000282372",PROCESSED_PSEUDOGENE
PAPPA-AS1,True,False,False,1,1323.0,,ENSG00000256040,LNCRNA
PARD6G-AS1,False,True,False,1,,2600.0,ENSG00000267270,LNCRNA
PARK7P2,False,True,False,1,,819.0,ENSG00000237631,PROCESSED_PSEUDOGENE
PARM1-AS1,False,True,False,1,,3733.0,ENSG00000249717,LNCRNA
PARP4P2,False,True,False,1,,3971.0,ENSG00000224976,UNPROCESSED_PSEUDOGENE
PATL1-DT,False,True,False,1,,1298.0,ENSG00000255355,LNCRNA
PAX8-AS1,True,False,False,1,2960.0,,ENSG00000189223,LNCRNA
PAXBP1-AS1,False,True,False,1,,270.0,ENSG00000238197,LNCRNA
PAXIP1-AS2,False,True,False,1,,4614.0,ENSG00000214106,LNCRNA
PCAT19,True,False,False,1,3299.0,,ENSG00000267107,LNCRNA
PCCA-AS1,False,True,False,1,,1766.0,ENSG00000234650,LNCRNA
PCDH9-AS2,False,True,False,1,,1696.0,ENSG00000228842,LNCRNA
PCDH9-AS3,False,True,False,1,,1790.0,ENSG00000225263,LNCRNA
PCDH9-AS4,False,True,False,1,,934.0,ENSG00000233840,LNCRNA
PCDHB1-AS1,True,False,False,1,4039.0,,ENSG00000279047,LNCRNA
PCED1B-AS1,False,True,False,1,,1617.0,ENSG00000247774,LNCRNA
PCSEAT,False,True,False,1,,778.0,ENSG00000286027,LNCRNA
PDC-AS1,False,True,False,1,,1705.0,ENSG00000229739,LNCRNA
PDCL3P4,False,True,False,1,,689.0,ENSG00000244119,TRANSCRIBED_PROCESSED_PSEUDOGENE
PDE4B-AS1,False,True,False,1,,4138.0,ENSG00000227466,LNCRNA
PDE4DIPP2,True,True,False,2,1273.0,4542.0,ENSG00000275131,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
PDE6B-AS1,False,True,False,1,,3260.0,ENSG00000242686,LNCRNA
PDHA1P1,False,True,False,1,,215.0,ENSG00000270772,PROCESSED_PSEUDOGENE
PDK4-AS1,False,True,False,1,,2830.0,ENSG00000231170,LNCRNA
PDPR2P,False,True,False,1,,790.0,ENSG00000214331,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
PDZRN3-AS1,True,False,False,1,4327.0,,ENSG00000239677,LNCRNA
PENK-AS1,False,True,False,1,,2297.0,ENSG00000254254,LNCRNA
PFN1P2,False,True,False,1,,2136.0,ENSG00000270392,TRANSCRIBED_PROCESSED_PSEUDOGENE
PHACTR2P1,False,True,False,1,,3825.0,ENSG00000270300,TRANSCRIBED_PROCESSED_PSEUDOGENE
PHACTR3-AS1,False,True,False,1,,866.0,ENSG00000238194,LNCRNA
PHC1P1,True,False,False,1,2823.0,,ENSG00000179899,PROCESSED_PSEUDOGENE
PHLDA1-AS1,True,False,False,1,2548.0,,ENSG00000257453,LNCRNA
PI4KAP1,True,False,False,1,4325.0,,ENSG00000274602,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
PI4KAP2,True,True,False,2,4000.0,1772.0,ENSG00000183506,TRANSCRIBED_UNITARY_PSEUDOGENE
PIGFP2,False,True,False,1,,161.0,ENSG00000234881,PROCESSED_PSEUDOGENE
PIK3CD-AS1,False,True,False,1,,563.0,ENSG00000179840,LNCRNA
PIMREGP4,False,True,False,1,,1266.0,ENSG00000248340,PROCESSED_PSEUDOGENE
PKD1P1,True,False,False,1,358.0,,"ENSG00000244257,ENSG00000282522","TRANSCRIBED_UNPROCESSED_PSEUDOGENE,UNPROCESSED_PSEUDOGENE"
PKD1P3,True,False,False,1,550.0,,"ENSG00000183458,ENSG00000281965",TRANSCRIBED_UNPROCESSED_PSEUDOGENE
PKD1P4,True,False,False,1,897.0,,ENSG00000205746,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
PKD1P5,True,False,False,1,1700.0,,ENSG00000254681,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
PKD1P6,True,False,False,1,2405.0,,"ENSG00000250251,ENSG00000282086",TRANSCRIBED_UNPROCESSED_PSEUDOGENE
PKD2L2-DT,False,True,False,1,,2233.0,ENSG00000250159,LNCRNA
PLBD1-AS1,True,True,False,2,2977.0,4489.0,ENSG00000256751,LNCRNA
PLCB1-IT1,False,True,False,1,,1378.0,ENSG00000225479,LNCRNA
PLCG1-AS1,False,True,False,1,,1122.0,ENSG00000226648,LNCRNA
PLEKHM1P1,False,True,False,1,,2553.0,ENSG00000214176,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
PLUT,False,True,False,1,,602.0,ENSG00000247381,LNCRNA
PMS2P3,False,True,False,1,,3875.0,ENSG00000127957,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
PMS2P4,False,True,False,1,,1315.0,ENSG00000067601,TRANSCRIBED_UNPROCESSED_PSEUDOGENE
POLHP1,False,True,False,1,,4028.0,ENSG00000232970,PROCESSED_PSEUDOGENE
POLR2J4,False,True,False,1,,2068.0,ENSG00000214783,LNCRNA
POU5F1P5,False,True,False,1,,451.0,ENSG00000236375,PROCESSED_PSEUDOGENE
PPFIA1P1,False,True,False,1,,448.0,ENSG00000271639,PROCESSED_PSEUDOGENE
PPM1F-AS1,False,True,False,1,,2781.0,ENSG00000224086,LNCRNA
PPP1R26-AS1,False,True,False,1,,4045.0,ENSG00000225361,LNCRNA
PPP1R3B-DT,False,True,False,1,,3946.0,"ENSG00000248538,ENSG00000285236",LNCRNA
PPP1R8P1,False,True,False,1,,1789.0,ENSG00000224986,PROCESSED_PSEUDOGENE
PRDM16-DT,True,False,False,1,508.0,,ENSG00000177133,LNCRNA
PRDX2P3,False,True,False,1,,1305.0,"ENSG00000249140,ENSG00000284556",PROCESSED_PSEUDOGENE
PRDX3P4,False,True,False,1,,4918.0,ENSG00000239926,PROCESSED_PSEUDOGENE
PRELID1P1,False,True,False,1,,2897.0,ENSG00000217325,TRANSCRIBED_PROCESSED_PSEUDOGENE
PRELID1P3,False,True,False,1,,742.0,ENSG00000235816,PROCESSED_PSEUDOGENE
PRKCA-AS1,False,True,False,1,,1545.0,ENSG00000264630,LNCRNA
PRKCE-AS1,False,True,False,1,,263.0,ENSG00000228481,LNCRNA
PRKG1-AS1,False,True,False,1,,4752.0,ENSG00000236671,LNCRNA
PRKY,True,False,False,1,1533.0,,ENSG00000099725,TRANSCRIBED_UNITARY_PSEUDOGENE
PRNCR1,False,True,False,1,,373.0,ENSG00000282961,LNCRNA
PROX1-AS1,False,True,False,1,,1431.0,ENSG00000230461,LNCRNA
PRR13P1,False,True,False,1,,3587.0,ENSG00000232824,PROCESSED_PSEUDOGENE
PRR34-AS1,True,False,False,1,4102.0,,ENSG00000241990,LNCRNA
PRSS42P,True,True,False,2,395.0,1362.0,ENSG00000178055,TRANSCRIBED_UNITARY_PSEUDOGENE
PRSS43P,True,True,False,2,1020.0,2934.0,ENSG00000286651,TRANSCRIBED_UNITARY_PSEUDOGENE
PRSS44P,True,True,False,2,1122.0,4701.0,ENSG00000226074,TRANSCRIBED_UNITARY_PSEUDOGENE
PSMC1P1,True,False,False,1,754.0,,ENSG00000241506,PROCESSED_PSEUDOGENE
PSMC2P1,False,True,False,1,,4825.0,ENSG00000240854,PROCESSED_PSEUDOGENE
PSMD10P1,False,True,False,1,,1112.0,ENSG00000228663,PROCESSED_PSEUDOGENE
PSMD6-AS2,False,True,False,1,,1656.0,ENSG00000239653,LNCRNA
PSMD7-DT,False,True,False,1,,3367.0,ENSG00000261404,LNCRNA
PTENP1-AS,False,True,False,1,,2313.0,ENSG00000281128,LNCRNA
PTOV1-AS2,False,True,False,1,,1929.0,ENSG00000269352,LNCRNA
PTPRT-DT,False,True,False,1,,3921.0,ENSG00000233508,LNCRNA
PWRN1,True,True,False,2,4907.0,1374.0,ENSG00000259905,LNCRNA
PWWP2AP1,False,True,False,1,,3942.0,ENSG00000226683,PROCESSED_PSEUDOGENE
QRSL1P3,False,True,False,1,,763.0,ENSG00000257957,PROCESSED_PSEUDOGENE
RAB11FIP1P1,True,True,False,2,4644.0,1168.0,ENSG00000228492,PROCESSED_PSEUDOGENE
RAB33B-AS1,False,True,False,1,,713.0,ENSG00000273247,LNCRNA
RABGAP1L-AS1,False,True,False,1,,2610.0,ENSG00000229531,LNCRNA
RABGAP1L-DT,False,True,False,1,,2388.0,ENSG00000227373,LNCRNA
RAD17P2,False,True,False,1,,1449.0,ENSG00000223724,PROCESSED_PSEUDOGENE
RAD51-AS1,False,True,False,1,,2286.0,ENSG00000245849,LNCRNA
RAD51AP1P1,False,True,False,1,,438.0,ENSG00000214283,PROCESSED_PSEUDOGENE
RALY-AS1,False,True,False,1,,3930.0,ENSG00000285230,LNCRNA
RBBP8P1,False,True,False,1,,4076.0,ENSG00000230399,PROCESSED_PSEUDOGENE
RBFADN,False,True,False,1,,803.0,ENSG00000261126,LNCRNA
RBM22P4,False,True,False,1,,974.0,ENSG00000277769,PROCESSED_PSEUDOGENE
RBPMSLP,False,True,False,1,,3350.0,ENSG00000234159,PROCESSED_PSEUDOGENE
RC3H1-IT1,False,True,False,1,,1110.0,ENSG00000236535,LNCRNA
RCAN2-DT,False,True,False,1,,2329.0,ENSG00000236466,LNCRNA
RDM1P4,False,True,False,1,,2695.0,ENSG00000271974,TRANSCRIBED_PROCESSED_PSEUDOGENE
REXO1L1P,False,True,False,1,,3363.0,ENSG00000205176,TRANSCRIBED_PROCESSED_PSEUDOGENE
RFX3-DT,False,True,False,1,,1371.0,ENSG00000232104,LNCRNA
RIMKLBP2,False,True,False,1,,4483.0,ENSG00000225920,PROCESSED_PSEUDOGENE
RMRP,True,False,False,1,35.0,,"ENSG00000269900,ENSG00000277027","LNCRNA,RIBOZYME"
RMST,True,False,False,1,4479.0,,ENSG00000255794,LNCRNA
RN7SK,True,False,False,1,16.0,,ENSG00000283293,SNRNA
RN7SKP158,False,True,False,1,,1120.0,ENSG00000222385,MISC_RNA
RN7SKP195,False,True,False,1,,2636.0,ENSG00000252396,MISC_RNA
RN7SKP235,False,True,False,1,,2375.0,ENSG00000222594,MISC_RNA
RN7SKP40,False,True,False,1,,2694.0,ENSG00000253020,MISC_RNA
RN7SKP95,False,True,False,1,,4223.0,ENSG00000199730,MISC_RNA
RN7SKP96,False,True,False,1,,2612.0,ENSG00000252757,MISC_RNA
RN7SL1,True,False,False,1,41.0,,ENSG00000276168,MISC_RNA
RN7SL141P,False,True,False,1,,2832.0,ENSG00000243398,MISC_RNA
RN7SL147P,False,True,False,1,,2309.0,ENSG00000263988,MISC_RNA
RN7SL16P,False,True,False,1,,1812.0,ENSG00000243005,MISC_RNA
RN7SL188P,False,True,False,1,,2245.0,ENSG00000241943,MISC_RNA
RN7SL2,True,False,False,1,29.0,,ENSG00000274012,MISC_RNA
RN7SL284P,False,True,False,1,,4595.0,"ENSG00000243446,ENSG00000276516",MISC_RNA
RN7SL3,True,False,False,1,466.0,,ENSG00000278771,MISC_RNA
RN7SL413P,False,True,False,1,,2932.0,ENSG00000242893,MISC_RNA
RN7SL4P,True,False,False,1,623.0,,ENSG00000263740,MISC_RNA
RN7SL517P,False,True,False,1,,2653.0,ENSG00000241939,MISC_RNA
RN7SL531P,False,True,False,1,,2614.0,ENSG00000264071,MISC_RNA
RN7SL5P,True,False,False,1,791.0,,ENSG00000265735,MISC_RNA
RN7SL629P,False,True,False,1,,566.0,ENSG00000241243,MISC_RNA
RN7SL648P,False,True,False,1,,41.0,ENSG00000265727,MISC_RNA
RN7SL653P,False,True,False,1,,1492.0,ENSG00000239794,MISC_RNA
RN7SL760P,False,True,False,1,,1964.0,ENSG00000272469,MISC_RNA
RN7SL801P,False,True,False,1,,851.0,ENSG00000241230,MISC_RNA
RN7SL804P,False,True,False,1,,2449.0,ENSG00000266185,MISC_RNA
RN7SL91P,False,True,False,1,,3279.0,ENSG00000240439,MISC_RNA
RNA5-8SN1,True,False,False,1,1784.0,,"ENSG00000278189,ENSG00000288326",RRNA
RNA5-8SN2,True,False,False,1,1786.0,,ENSG00000278233,RRNA
RNA5-8SN3,True,False,False,1,1787.0,,"ENSG00000275215,ENSG00000288387",RRNA
RNA5-8SN4,True,False,False,1,1789.0,,ENSG00000276700,RRNA
RNA5-8SN5,True,False,False,1,1790.0,,ENSG00000274917,RRNA
RNA5SP20,False,True,False,1,,622.0,ENSG00000251785,RRNA_PSEUDOGENE
RNA5SP295,False,True,False,1,,4359.0,ENSG00000199525,RRNA_PSEUDOGENE
RNA5SP297,False,True,False,1,,841.0,ENSG00000212331,RRNA_PSEUDOGENE
RNA5SP305,False,True,False,1,,997.0,ENSG00000199535,RRNA_PSEUDOGENE
RNA5SP428,False,True,False,1,,617.0,ENSG00000201999,RRNA_PSEUDOGENE
RNA5SP44,False,True,False,1,,3019.0,ENSG00000222378,RRNA_PSEUDOGENE
RNA5SP527,False,True,False,1,,4373.0,ENSG00000274759,RRNA
RNA5SP88,False,True,False,1,,547.0,ENSG00000202430,RRNA_PSEUDOGENE
RNASEH2B-AS1,False,True,False,1,,228.0,ENSG00000233672,LNCRNA
RNF138P1,False,True,False,1,,3631.0,ENSG00000250853,PROCESSED_PSEUDOGENE
RNF139-DT,False,True,False,1,,1933.0,ENSG00000245149,LNCRNA
RNF213-AS1,False,True,False,1,,1642.0,ENSG00000263069,LNCRNA
RNU1-1,True,True,False,2,614.0,2701.0,ENSG00000206652,SNRNA
RNU1-2,True,True,False,2,615.0,2769.0,ENSG00000207005,SNRNA
RNU1-27P,True,True,False,2,616.0,2768.0,ENSG00000206596,SNRNA
RNU1-28P,True,True,False,2,617.0,2767.0,ENSG00000206588,SNRNA
RNU1-3,True,True,False,2,618.0,2702.0,ENSG00000207513,SNRNA
RNU1-4,True,True,False,2,619.0,2752.0,ENSG00000207389,SNRNA
RNU11-2P,False,True,False,1,,39.0,ENSG00000252707,SNRNA
RNU2-1,True,True,False,2,2918.0,1948.0,ENSG00000274585,SNRNA
RNU2-10P,False,True,False,1,,464.0,ENSG00000252184,SNRNA
RNU2-16P,False,True,False,1,,452.0,ENSG00000222644,SNRNA
RNU2-2P,True,True,False,2,191.0,3941.0,ENSG00000222328,SNRNA
RNU2-31P,False,True,False,1,,1870.0,ENSG00000252763,SNRNA
RNU2-41P,False,True,False,1,,360.0,ENSG00000222923,SNRNA
RNU2-55P,False,True,False,1,,1584.0,ENSG00000223078,SNRNA
RNU2-58P,False,True,False,1,,2296.0,ENSG00000252212,SNRNA
RNU2-66P,False,True,False,1,,1055.0,ENSG00000222582,SNRNA
RNU4-1,True,True,False,2,4176.0,4745.0,ENSG00000200795,SNRNA
RNU4-2,True,True,False,2,1077.0,3522.0,ENSG00000202538,SNRNA
RNU4-24P,False,True,False,1,,605.0,ENSG00000201435,SNRNA
RNU4-72P,False,True,False,1,,254.0,ENSG00000222686,SNRNA
RNU4ATAC,False,True,False,1,,2116.0,ENSG00000264229,SNRNA
RNU4ATAC11P,False,True,False,1,,1026.0,ENSG00000251748,SNRNA
RNU4ATAC12P,False,True,False,1,,2134.0,ENSG00000252269,SNRNA
RNU4ATAC16P,False,True,False,1,,69.0,ENSG00000221439,SNRNA
RNU5A-1,False,True,False,1,,4025.0,ENSG00000199568,SNRNA
RNU5B-1,False,True,False,1,,3471.0,ENSG00000200156,SNRNA
RNU5F-6P,False,True,False,1,,1932.0,ENSG00000199849,SNRNA
RNU6-1,False,True,False,1,,3704.0,ENSG00000206625,SNRNA
RNU6-1005P,False,True,False,1,,4674.0,ENSG00000207248,SNRNA
RNU6-1016P,False,True,False,1,,600.0,ENSG00000252498,SNRNA
RNU6-107P,False,True,False,1,,81.0,ENSG00000252452,SNRNA
RNU6-1141P,False,True,False,1,,1485.0,ENSG00000201390,SNRNA
RNU6-1153P,False,True,False,1,,4488.0,ENSG00000252569,SNRNA
RNU6-1176P,False,True,False,1,,1553.0,ENSG00000212257,SNRNA
RNU6-1188P,False,True,False,1,,167.0,ENSG00000200665,SNRNA
RNU6-1208P,False,True,False,1,,3473.0,ENSG00000238482,SNRNA
RNU6-1275P,False,True,False,1,,3380.0,ENSG00000212389,SNRNA
RNU6-1283P,False,True,False,1,,377.0,ENSG00000202184,SNRNA
RNU6-1284P,False,True,False,1,,1543.0,ENSG00000200571,SNRNA
RNU6-130P,False,True,False,1,,820.0,"ENSG00000223044,ENSG00000282867",SNRNA
RNU6-151P,False,True,False,1,,3037.0,ENSG00000201028,SNRNA
RNU6-171P,False,True,False,1,,1084.0,ENSG00000207082,SNRNA
RNU6-198P,False,True,False,1,,235.0,ENSG00000206985,SNRNA
RNU6-199P,False,True,False,1,,104.0,ENSG00000199824,SNRNA
RNU6-2,False,True,False,1,,3661.0,ENSG00000207357,SNRNA
RNU6-233P,False,True,False,1,,3682.0,ENSG00000222777,SNRNA
RNU6-251P,False,True,False,1,,3939.0,ENSG00000200105,SNRNA
RNU6-272P,False,True,False,1,,1044.0,ENSG00000222960,SNRNA
RNU6-315P,False,True,False,1,,1569.0,ENSG00000199536,SNRNA
RNU6-331P,False,True,False,1,,449.0,ENSG00000207455,SNRNA
RNU6-341P,False,True,False,1,,206.0,ENSG00000252782,SNRNA
RNU6-3P,False,True,False,1,,3660.0,ENSG00000207041,SNRNA
RNU6-402P,False,True,False,1,,1803.0,ENSG00000222610,SNRNA
RNU6-415P,False,True,False,1,,3095.0,ENSG00000252061,SNRNA
RNU6-444P,False,True,False,1,,1455.0,ENSG00000206715,SNRNA
RNU6-4P,False,True,False,1,,3680.0,ENSG00000206932,SNRNA
RNU6-531P,False,True,False,1,,4706.0,ENSG00000252503,SNRNA
RNU6-57P,False,True,False,1,,2293.0,ENSG00000223280,SNRNA
RNU6-595P,False,True,False,1,,1615.0,ENSG00000200814,SNRNA
RNU6-5P,False,True,False,1,,3748.0,ENSG00000206965,SNRNA
RNU6-606P,False,True,False,1,,2500.0,ENSG00000207452,SNRNA
RNU6-608P,False,True,False,1,,3093.0,ENSG00000206654,SNRNA
RNU6-613P,False,True,False,1,,672.0,ENSG00000222344,SNRNA
RNU6-638P,False,True,False,1,,4370.0,ENSG00000252391,SNRNA
RNU6-653P,False,True,False,1,,755.0,ENSG00000199944,SNRNA
RNU6-681P,False,True,False,1,,189.0,ENSG00000200882,SNRNA
RNU6-6P,False,True,False,1,,3773.0,ENSG00000272055,SNRNA
RNU6-701P,False,True,False,1,,1823.0,ENSG00000206786,SNRNA
RNU6-720P,False,True,False,1,,2855.0,ENSG00000252172,SNRNA
RNU6-759P,False,True,False,1,,1700.0,ENSG00000252549,SNRNA
RNU6-780P,False,True,False,1,,3256.0,ENSG00000212332,SNRNA
RNU6-82P,False,True,False,1,,198.0,ENSG00000200840,SNRNA
RNU6-856P,False,True,False,1,,4099.0,ENSG00000252768,SNRNA
RNU6-879P,False,True,False,1,,2387.0,ENSG00000201198,SNRNA
