gene,variance,variance_rank,selected
KIF3A,4.2723162590457715,19107,False
GRIN3B,4.272184002145044,19108,False
ENSG00000285876,4.272079392692049,19109,False
HSP90AB4P,4.271877143430499,19110,False
ENSG00000287248,4.271753644458952,19111,False
RBPJ,4.271664111343097,19112,False
TPMT,4.271657147702431,19113,False
LNCSRLR,4.271366789377836,19114,False
ENSG00000274578,4.271323191426782,19115,False
LYAR,4.271178396292583,19116,False
MRPL50,4.270768293248292,19117,False
ENSG00000258162,4.270723011871007,19118,False
LINC01554,4.270409353918953,19119,False
ZNF677,4.2702545843317194,19120,False
ENSG00000257438,4.2700953721972335,19121,False
FMNL1-AS1,4.270027133348921,19122,False
ENSG00000287824,4.26978914757157,19123,False
IGHG4,4.269518238925334,19124,False
LINC01962,4.269440052293614,19125,False
CFHR3,4.269220487598245,19126,False
CEP112,4.269081004267612,19127,False
ENSG00000253659,4.268733489121752,19128,False
CCL3,4.268627309668662,19129,False
LINC02080,4.2683711160141025,19130,False
ENSG00000288187,4.268325484948173,19131,False
TRAM2-AS1,4.2682360619932505,19132,False
LINC01531,4.268044630973814,19133,False
PYDC2-AS1,4.268033515202805,19134,False
RNF8,4.2679620280745,19135,False
METTL8,4.267773595043781,19136,False
ENSG00000262410,4.267669434816948,19137,False
RASAL2-AS1,4.2673649860774345,19138,False
LINC02336,4.267362548167761,19139,False
ENSG00000204584,4.267288415696129,19140,False
SERAC1,4.2672851483049055,19141,False
DCLRE1B,4.267134274416484,19142,False
MESD,4.266981527304695,19143,False
PCDHA9,4.266905021314438,19144,False
ENSG00000286330,4.266426333222408,19145,False
ZNF788P,4.2664129371556925,19146,False
SPAG1,4.266282152290849,19147,False
SMU1,4.266277393817806,19148,False
PHF20,4.266012515878371,19149,False
GPATCH4,4.2655043823876815,19150,False
ODAD1,4.265415998766837,19151,False
TRMT11,4.265251178814659,19152,False
FABP7,4.2647793260629525,19153,False
KIF25,4.2645133753184705,19154,False
APOBEC3A,4.264475136034404,19155,False
DLGAP4-AS1,4.264315136524764,19156,False
RPL13,4.264277052765643,19157,False
ENSG00000287922,4.2638852562547225,19158,False
SNRPD3,4.26379800290084,19159,False
POLR3F,4.2636412636793946,19160,False
VDAC1P8,4.263484854428025,19161,False
ALG6,4.263471868308423,19162,False
ENSG00000260070,4.26322861148464,19163,False
CTCFL,4.263184585714868,19164,False
NIPAL4-DT,4.262949086856588,19165,False
ENSG00000272037,4.262903599382517,19166,False
ENSG00000264956,4.26252619278595,19167,False
ENSG00000239268,4.2621700818468335,19168,False
ENSG00000203635,4.261770071222207,19169,False
ENSG00000253507,4.261695281698677,19170,False
COSMOC,4.261659658291238,19171,False
NDUFA5,4.261395346153511,19172,False
ZNF548,4.261292248094082,19173,False
PTPRG-AS1,4.260445943871596,19174,False
ENSG00000280474,4.260272112667822,19175,False
ANKRD39,4.260232595094199,19176,False
SEM1,4.259702264123767,19177,False
ENSG00000287126,4.259547324601415,19178,False
PPP1R12A,4.259263125906249,19179,False
ENSG00000229212,4.25896905891565,19180,False
ZNF652,4.258898954004591,19181,False
LINC01239,4.258636765786783,19182,False
CCDC110,4.258588276019398,19183,False
EPHX4,4.258427747329226,19184,False
MOCS3,4.258424453498481,19185,False
IRF2,4.257771941556364,19186,False
ENSG00000286721,4.25765759973779,19187,False
ZNF814,4.257366405626144,19188,False
EEF1A1P12,4.257318048559668,19189,False
TIRAP,4.257300797442375,19190,False
STAG3L3,4.257238930195967,19191,False
ENSG00000260927,4.256957125724976,19192,False
DARS1,4.256739316761454,19193,False
ENSG00000288398,4.256562644933912,19194,False
TBC1D31,4.256526641565433,19195,False
TIMM23B,4.256390285392253,19196,False
ENSG00000227704,4.256297768578335,19197,False
WDSUB1,4.256247705368941,19198,False
MFSD13A,4.255954966521497,19199,False
AIDAP2,4.255912822054922,19200,False
ENSG00000257221,4.2558139939534785,19201,False
SAXO1,4.255812612687436,19202,False
VRK3,4.255736633149162,19203,False
ELOVL2-AS1,4.255657431128084,19204,False
ENSG00000225886,4.255493453911993,19205,False
NUP210L,4.254741460258586,19206,False
ENSG00000289894,4.254655400485708,19207,False
LINC01694,4.2542047867959605,19208,False
PPA2,4.254194724178906,19209,False
ENOX2,4.254097648346819,19210,False
ENSG00000288951,4.253707496555488,19211,False
LINC00402,4.253525813972446,19212,False
WDR74,4.253265170039843,19213,False
NUDT9,4.253061317769283,19214,False
FBXL20,4.253013374199529,19215,False
CFAP57,4.2528397984346284,19216,False
CLDN18,4.252708949632084,19217,False
MAMDC2-AS1,4.252702047763487,19218,False
ENSG00000241057,4.252431711629182,19219,False
SERPINF2,4.2517967815829225,19220,False
TSPAN19,4.251302250996313,19221,False
ST20-AS1,4.251269538620864,19222,False
PPP1R9A-AS1,4.2511105127442415,19223,False
RPL23A,4.25104499063982,19224,False
C19ORF44,4.2509515965741995,19225,False
GTF2H1,4.250945113016989,19226,False
GTF2H1,4.250945113016989,19227,False
LINC01358,4.250936428775381,19228,False
GABRA1,4.25087891355972,19229,False
GALNT7-DT,4.250711202637724,19230,False
NSUN4,4.250470351830048,19231,False
CYP21A1P,4.250040151757908,19232,False
ENSG00000258535,4.249821590084142,19233,False
UGT2B10,4.249508641079851,19234,False
LILRA6,4.249439445033585,19235,False
ATP6V1E2,4.248960580032809,19236,False
ENSG00000243107,4.24888235813112,19237,False
ENSG00000287878,4.248328068754783,19238,False
ARMC8,4.248044680105666,19239,False
ENSG00000274092,4.247907122604582,19240,False
ENSG00000256569,4.247754095004101,19241,False
SPATA7,4.24763152505795,19242,False
SPDYE21,4.247502531590083,19243,False
ENSG00000250577,4.247224353824463,19244,False
SNORA17B,4.24682767333655,19245,False
GRID2IP,4.246482678696832,19246,False
MRPS10,4.2461553129689396,19247,False
CEP126,4.245936389546093,19248,False
SERPINB7,4.24574563078727,19249,False
ENSG00000274434,4.2455399859534175,19250,False
LINC02898,4.245249336308583,19251,False
ZCCHC4,4.245084378838795,19252,False
RTL3,4.244989088879152,19253,False
ENSG00000258302,4.244803287280257,19254,False
MTND4P24,4.2444473529484705,19255,False
MRRF,4.244240725243911,19256,False
ENSG00000261790,4.244084731909139,19257,False
TMEM18-DT,4.24388964415549,19258,False
ENSG00000255224,4.2435460792674355,19259,False
ENSG00000226647,4.243511404555714,19260,False
CCDC28B,4.243452693017836,19261,False
WRN,4.243417788815519,19262,False
C1ORF167,4.243092394047993,19263,False
C7ORF61,4.243045661503297,19264,False
HULC,4.243041925095484,19265,False
ENSG00000275807,4.242964418507185,19266,False
ENSG00000229321,4.242807996534302,19267,False
RBM23,4.242790564053381,19268,False
ENSG00000279726,4.242776127106977,19269,False
CCDC126,4.24272620854317,19270,False
SLC35A3,4.241774599746707,19271,False
LINC00159,4.241750013703486,19272,False
ENSG00000269896,4.241632924328057,19273,False
ENSG00000286808,4.2416103606476305,19274,False
PCGF1,4.241339688037124,19275,False
TMEM161B,4.24093720524827,19276,False
LINC01619,4.240859974308524,19277,False
AKR7A3,4.240646266986946,19278,False
ENSG00000284912,4.240378601875498,19279,False
STMN4,4.240371448577932,19280,False
UFSP1,4.240212734964793,19281,False
ZNF611,4.240047876545422,19282,False
EGFL8,4.239587819572728,19283,False
HOXB-AS3,4.2395118508835195,19284,False
BCLAF3,4.239497249620476,19285,False
ENSG00000284721,4.23941337779576,19286,False
ENSG00000257519,4.23940850174427,19287,False
ENSG00000260271,4.239099503200115,19288,False
GDNF-AS1,4.238632070006454,19289,False
ACVR2A,4.238417301852971,19290,False
ALG11,4.238189574017911,19291,False
LINC00221,4.238015672705787,19292,False
HLA-DQA1,4.237976901414561,19293,False
ENSG00000253837,4.237883079412379,19294,False
METTL15,4.237836020276681,19295,False
ZSWIM1,4.237774453341573,19296,False
COMMD2,4.237539814204608,19297,False
TMEM116,4.237366271832016,19298,False
ANKRD20A19P,4.2367933278458425,19299,False
ENSG00000264151,4.236306578968728,19300,False
CATSPER1,4.2360673411530865,19301,False
URGCP-MRPS24,4.235966310898918,19302,False
ITPRID1,4.235568728222304,19303,False
CALM2P2,4.235491660152338,19304,False
ADIPOQ-AS1,4.235391481377621,19305,False
WARS2,4.235386767069404,19306,False
ENSG00000197813,4.235240588376259,19307,False
PPIAP53,4.235209059511944,19308,False
SRSF10,4.234971296134756,19309,False
LINC01126,4.234951506862138,19310,False
LINC02609,4.234493583645292,19311,False
SPTLC1P1,4.234410660027836,19312,False
NUDT19,4.234398668950307,19313,False
FAM3D-AS1,4.234173760481715,19314,False
GATC,4.23410215939179,19315,False
TMEM186,4.234035890988402,19316,False
EYS,4.2339002977679785,19317,False
ENSG00000286695,4.233687564539778,19318,False
NR1I2,4.23348095931046,19319,False
ZMYM1,4.233385805623336,19320,False
ENSG00000287292,4.233195529762522,19321,False
SRSF7,4.233125368893366,19322,False
ENSG00000289291,4.232971789007517,19323,False
HEATR4,4.232892721221087,19324,False
CTBP2,4.232345217756847,19325,False
TXNL4A,4.232342127517258,19326,False
ASTN2,4.232254417222674,19327,False
SMIM12,4.232188934227328,19328,False
ENSG00000285679,4.232089098506209,19329,False
DKC1,4.2317744919450995,19330,False
ABCG5,4.231577244364753,19331,False
CCDC115,4.231345884967195,19332,False
TAF9,4.231334405128191,19333,False
NDUFAF3,4.231295832076699,19334,False
ENSG00000263322,4.231113431808391,19335,False
RASAL1,4.230869627583029,19336,False
ISG20L2,4.230846848281342,19337,False
SLC7A5P2,4.230349567144071,19338,False
TFAM,4.2300398083444115,19339,False
FUT3,4.230032099092715,19340,False
EVPL,4.229954894821407,19341,False
SERPINA4,4.229936157584561,19342,False
FGFBP3,4.2297650022859425,19343,False
LINC01504,4.229438338790766,19344,False
ENSG00000288076,4.229432563107021,19345,False
MED28,4.229427923808245,19346,False
ENSG00000272219,4.229095182292202,19347,False
CACNG5,4.228773581469467,19348,False
HNRNPA3P9,4.228757414210026,19349,False
HLA-DOA,4.2285046191256,19350,False
LIF-AS2,4.228476612195885,19351,False
ENSG00000267868,4.228472138317813,19352,False
ENSG00000264577,4.228469795491067,19353,False
ENSG00000285715,4.2284442806331155,19354,False
ENSG00000287932,4.228374335497613,19355,False
RAPGEF4-AS1,4.228125548964603,19356,False
TRIT1,4.2279891658599755,19357,False
RSPH3,4.2279823677019515,19358,False
PIK3C3,4.2279755273426725,19359,False
ENSG00000266378,4.227960629735501,19360,False
ENSG00000282405,4.227958475447111,19361,False
ENSG00000276075,4.227911015150986,19362,False
SLC25A41,4.227215737789174,19363,False
PPP1R26P1,4.227094122895614,19364,False
CLCC1,4.226968273926966,19365,False
ANKRD61,4.226902377910619,19366,False
FAM163A,4.226736531867643,19367,False
KCNH5,4.226612298756411,19368,False
LINC02280,4.226361838658523,19369,False
RNF32-DT,4.226333623595429,19370,False
TBC1D3L,4.225989098391306,19371,False
SLC35E2A,4.225986998586045,19372,False
ENSG00000283538,4.225771238850228,19373,False
ENSG00000286238,4.2256419485493435,19374,False
IGLV3-1,4.22563346232257,19375,False
HSD17B3,4.22557813413221,19376,False
NIFK,4.225396512648969,19377,False
SNX24,4.225124320601033,19378,False
ENSG00000272944,4.22505314992673,19379,False
TM9SF5P,4.225050004306703,19380,False
NUCB2,4.22486335045542,19381,False
CHRNA5,4.224781523149666,19382,False
RIT1,4.224421279137118,19383,False
HMGN3-AS1,4.224325579084096,19384,False
ENSG00000289574,4.224207154737483,19385,False
VMO1,4.223805636119888,19386,False
ANKRD20A11P,4.223763612244081,19387,False
APOM,4.223508332021538,19388,False
ANKRD53,4.223055961746654,19389,False
VAC14-AS1,4.2230499306283535,19390,False
UBXN11,4.222972066385123,19391,False
FAM27C,4.222948542216353,19392,False
SCNN1G,4.222683208275316,19393,False
ENSG00000270533,4.222576748514986,19394,False
ENSG00000257180,4.2224999731288895,19395,False
LINC00907,4.222464707622861,19396,False
PROX2,4.222394715022197,19397,False
ORMDL2,4.222266921337559,19398,False
PDZD11,4.222116379263771,19399,False
SLC26A7,4.221842430104512,19400,False
DLGAP1-AS5,4.221615710818575,19401,False
ZPLD2P,4.2214768955026445,19402,False
ENSG00000247228,4.2208624391777345,19403,False
ENSG00000266998,4.220746462745596,19404,False
KIAA1143,4.220616043885185,19405,False
KIAA1143,4.220616043885185,19406,False
KMT2E,4.220612769838605,19407,False
ENSG00000269867,4.220587509872795,19408,False
ST3GAL1-DT,4.220578601243159,19409,False
HLA-L,4.2204841023132555,19410,False
MYO3B-AS1,4.220428409979863,19411,False
TIMM8B,4.220343740995027,19412,False
ZNF16,4.2203364904297285,19413,False
ENSG00000254757,4.220012731545624,19414,False
NDUFA7,4.219874570666145,19415,False
RNU6ATAC,4.2197756539102125,19416,False
DCTN6,4.219712179879871,19417,False
ZBED5,4.21961204916118,19418,False
FAM182A,4.219581314260195,19419,False
GNB1L,4.219539454360863,19420,False
NBDY,4.219100681212782,19421,False
BLOC1S3,4.218576114600328,19422,False
G2E3,4.218570327201136,19423,False
ENSG00000272755,4.218483898077847,19424,False
DDX10P1,4.217922136266339,19425,False
TEN1-CDK3,4.217698998125761,19426,False
TSSK4,4.217672866095998,19427,False
TSSK4,4.217672866095998,19428,False
SNIP1,4.217383471053289,19429,False
ENSG00000253123,4.217339071512391,19430,False
CEP128,4.217320038408186,19431,False
ENSG00000263419,4.217234446427318,19432,False
ENSG00000263491,4.217234446427318,19433,False
ENSG00000264866,4.217234446427318,19434,False
ENSG00000265326,4.217234446427318,19435,False
RN7SL471P,4.217234446427318,19436,False
KLHDC8A,4.216933064818519,19437,False
DLX6-AS1,4.216891026561435,19438,False
ENSG00000253720,4.21688968778748,19439,False
TLR9,4.216724701239763,19440,False
FER1L5,4.216500677680046,19441,False
DHODH,4.216009092376636,19442,False
SGK3,4.215839540798798,19443,False
SCLT1,4.215395326523189,19444,False
TMEM87A,4.215278927497749,19445,False
DUT-AS1,4.215032647453346,19446,False
ENSG00000289691,4.215005745064276,19447,False
ENSG00000236924,4.215001058155847,19448,False
TVP23A,4.214906310596629,19449,False
LINC00173,4.214676418291,19450,False
ENSG00000270074,4.214600590078432,19451,False
ENSG00000257279,4.21448651776735,19452,False
LETM2,4.214454661725556,19453,False
ENSG00000255367,4.213827139020862,19454,False
EDDM13,4.213606991488465,19455,False
ODC1-DT,4.213457768497857,19456,False
ENSG00000258561,4.213269605615178,19457,False
IGLV1-47,4.213181627121407,19458,False
ENSG00000276791,4.212791150212328,19459,False
TCTN1,4.212683151463951,19460,False
PIP4P2,4.212365362180695,19461,False
HHLA3,4.212032845030226,19462,False
SEPTIN7,4.2116908779902245,19463,False
ENSG00000289486,4.211311367495738,19464,False
ENSG00000254165,4.2112920634279725,19465,False
PIGX,4.211205159885054,19466,False
THAP3,4.210638761272804,19467,False
C8G,4.2099221911135984,19468,False
NSA2P5,4.209837762113264,19469,False
PSMC6,4.209623218014716,19470,False
SHBG,4.209283041161908,19471,False
HERC2P5,4.209130998980872,19472,False
ZBTB45P1,4.208851340707416,19473,False
CERNA2,4.208614075016835,19474,False
DDX18,4.208613942868269,19475,False
CFAP43,4.208604041602236,19476,False
CRTAM,4.2082384982759296,19477,False
AKIP1,4.208186467436281,19478,False
HYMAI,4.207717569174814,19479,False
NUP42,4.207528039732044,19480,False
ATP11A-AS1,4.20735585844977,19481,False
ZNF846,4.2073315829165105,19482,False
GPN3,4.207313151217914,19483,False
CHMP5,4.207035657051695,19484,False
SDAD1,4.206676421978306,19485,False
NUP35,4.206591411559406,19486,False
CEACAM16-AS1,4.2065912335137705,19487,False
ENSG00000258711,4.206066736058094,19488,False
EEF1A1P3,4.205391905336582,19489,False
UCHL5,4.205054282433674,19490,False
HDDC2,4.205042357643653,19491,False
RAE1,4.204728744683397,19492,False
IQCB1,4.204621970318002,19493,False
GPR85,4.204524081213388,19494,False
ULBP3,4.204365842704086,19495,False
ENSG00000288565,4.204311388746132,19496,False
POLR2I,4.204220689410082,19497,False
UBAP2,4.204086687190241,19498,False
POLR2G,4.20398538365343,19499,False
LRRCC1,4.203866515225765,19500,False
RAD51D,4.203864004047784,19501,False
IGKV3-11,4.203756519529054,19502,False
IGKV3-11,4.203756519529054,19503,False
FGGY,4.203453197032253,19504,False
JRKL,4.203300887594907,19505,False
HYLS1,4.203149435089525,19506,False
KDSR-DT,4.203027000337722,19507,False
ENSG00000288525,4.202901943129247,19508,False
KANSL2,4.202807815735455,19509,False
ATP1A1-AS1,4.202655591209458,19510,False
OLIG1,4.202628742405814,19511,False
SRSF8,4.202443726363941,19512,False
PIAS1,4.2024052761059725,19513,False
PDK1-AS1,4.202283665354052,19514,False
POLE3,4.202093317695473,19515,False
ELOB,4.202060760454671,19516,False
SMARCE1,4.201926921968522,19517,False
TRMT6,4.201907679097884,19518,False
TMEM69,4.20186181798989,19519,False
TNXB,4.201846716037074,19520,False
AGMAT,4.201726861586836,19521,False
TMEM192,4.201420724599764,19522,False
FAM66C,4.201414807321416,19523,False
ENSG00000248774,4.201296189750024,19524,False
ENSG00000234773,4.2010354015210805,19525,False
ZNF138,4.2010349575009265,19526,False
U2AF1L4,4.200755217520691,19527,False
ENSG00000232342,4.200421244577993,19528,False
ENSG00000242396,4.200099423684521,19529,False
ENSG00000290089,4.199896872824958,19530,False
VPS4B,4.1996857665493605,19531,False
ZNF22,4.199655662378707,19532,False
ENSG00000289924,4.199422185070743,19533,False
TBILA,4.199103254690189,19534,False
TBILA,4.199103254690189,19535,False
FAM88C,4.198955171274323,19536,False
DALRD3,4.1988192057678875,19537,False
RPS28P4,4.198769141621602,19538,False
PDC-AS1,4.198510165567316,19539,False
MYO19,4.1982855957860155,19540,False
ENSG00000289419,4.198158184438638,19541,False
RN7SL674P,4.197945607328539,19542,False
ZNF121,4.197781676063462,19543,False
CACNA1C-AS1,4.197731866166397,19544,False
CACNA1C-AS1,4.197731866166397,19545,False
LINC02333,4.197721930320211,19546,False
ENSG00000283380,4.197633306665784,19547,False
IBA57,4.197581440661585,19548,False
TMC2,4.197422424246021,19549,False
CLEC18B,4.197421394613414,19550,False
ENSG00000224985,4.197134104610369,19551,False
ZNF813,4.19707856422748,19552,False
ENSG00000274471,4.196655701770836,19553,False
ENSG00000260777,4.1965256903776575,19554,False
MFSD8,4.196272733566198,19555,False
EFCAB13-DT,4.1959744613427405,19556,False
REM2,4.195321997915638,19557,False
ENSG00000269226,4.195320718811613,19558,False
CYP27B1,4.195104780782924,19559,False
RNF7,4.195011302427756,19560,False
ECD,4.194889241037134,19561,False
PARM1-AS1,4.194259570935935,19562,False
ATP2B3,4.1941668377388,19563,False
SNTG1,4.194053312602486,19564,False
SNRPB2,4.193380173330113,19565,False
ENSG00000284650,4.19333172970684,19566,False
ENSG00000267740,4.192972711683972,19567,False
KTN1-AS1,4.19222611792315,19568,False
ADGRL1-AS1,4.192140320913401,19569,False
ENSG00000278743,4.19199805096622,19570,False
ENSG00000267426,4.19173386140376,19571,False
KPNA5,4.191631142235732,19572,False
PAPOLG,4.190906344526505,19573,False
FAM76B,4.190874368081262,19574,False
ENSG00000275620,4.190731433503177,19575,False
ENSG00000228981,4.190693735419523,19576,False
ENSG00000287483,4.190529121096706,19577,False
YIPF4,4.190450478288384,19578,False
RMI1,4.190119843611915,19579,False
FIP1L1,4.189986317678083,19580,False
ENSG00000288904,4.189706167031607,19581,False
FBP2,4.189641887776905,19582,False
LINC01621,4.189594761427542,19583,False
NIT1,4.189265688436109,19584,False
ENSG00000249741,4.1890924631048545,19585,False
ENSG00000227463,4.189034150490488,19586,False
PGM5-AS1,4.188903779661052,19587,False
KHDC1,4.188807087021783,19588,False
TOR1AIP2,4.188532368827631,19589,False
SPATA41,4.18802315891182,19590,False
HECW2-AS1,4.188004823080544,19591,False
ENSG00000271141,4.187975866566548,19592,False
CYP4F2,4.187571684419213,19593,False
ENSG00000242593,4.1872282959393985,19594,False
GPR83,4.187224138735585,19595,False
SVOPL,4.187161387413745,19596,False
OR2G6,4.18664116349829,19597,False
ENSG00000272622,4.186483123465424,19598,False
IGLV2-8,4.186083943735787,19599,False
SNX16,4.185809765199784,19600,False
CSTF3,4.185795181534997,19601,False
ABI1,4.185750758547666,19602,False
ENSG00000286463,4.1857198490117415,19603,False
IQCM,4.18564753702212,19604,False
SYAP1,4.185455981991836,19605,False
ENSG00000253706,4.185044664418359,19606,False
LINC02199,4.184924130687442,19607,False
TP73,4.18485149021927,19608,False
IHH,4.184800601095932,19609,False
ZNF385C,4.1847017964848465,19610,False
RCHY1,4.184575911295634,19611,False
PSMB2,4.184071696425353,19612,False
ENSG00000286341,4.183821160547644,19613,False
CEBPB-AS1,4.183697114726035,19614,False
CRYGS,4.182956042758384,19615,False
ENSG00000179066,4.182539459117669,19616,False
ENSG00000255320,4.182273329575939,19617,False
PRPF31-AS1,4.182236820577265,19618,False
ENSG00000241728,4.182206256561898,19619,False
ENSG00000289102,4.18217130500952,19620,False
ENSG00000285864,4.182031828666901,19621,False
B3GNTL1,4.181986370626768,19622,False
POGLUT1,4.181837694413131,19623,False
ENSG00000266965,4.181729746907571,19624,False
ENSG00000261754,4.181663968705902,19625,False
LINC00460,4.181655202981644,19626,False
RGS7,4.181609473111697,19627,False
ZKSCAN2-DT,4.181503710563528,19628,False
SENP2,4.18145581809411,19629,False
ENSG00000256967,4.180988823929655,19630,False
ENSG00000288383,4.180988823929655,19631,False
FAM227A,4.180598505234939,19632,False
ANKAR,4.180486142072385,19633,False
ENSG00000288598,4.180332818090348,19634,False
HMGB1,4.180183790244311,19635,False
SPAG17,4.179861686037226,19636,False
ENSG00000236252,4.179649974394181,19637,False
KLF3-AS1,4.1795755649889585,19638,False
RPS2P32,4.179413400146827,19639,False
KIR3DX1,4.179412842299153,19640,False
ENSG00000286470,4.179173713008667,19641,False
TMLHE-AS1,4.1790498341512015,19642,False
FAM114A2,4.1789150210965005,19643,False
RABL3,4.178847156341556,19644,False
ENSG00000248927,4.178756335651723,19645,False
KRT16,4.17861914350019,19646,False
PRPF38B,4.178158925736317,19647,False
HPF1,4.178047417175248,19648,False
EPHA10,4.177930395364296,19649,False
GLA,4.177682988106093,19650,False
PSME1,4.177500396656563,19651,False
PSME1,4.177500396656563,19652,False
TRIM29,4.177183831781691,19653,False
ZNF780A,4.177144422979786,19654,False
BPNT1,4.176924792929946,19655,False
SEC62,4.176881104464545,19656,False
TAF10,4.17679884010402,19657,False
LINC01426,4.176770783310734,19658,False
PTCSC2,4.176742015491711,19659,False
ENSG00000253476,4.176460002560789,19660,False
WAC-AS1,4.176217585367066,19661,False
IQCK,4.176138418475726,19662,False
RTF1,4.176104514053708,19663,False
N4BP2L2,4.175921944341567,19664,False
RHNO1,4.175897150770336,19665,False
MAP3K20-AS1,4.17581751319185,19666,False
ENSG00000287313,4.1756736802862635,19667,False
ENSG00000234428,4.175062260304147,19668,False
ENSG00000265625,4.174738898022433,19669,False
ENSG00000267284,4.1745682462721785,19670,False
SFT2D1,4.174528498432188,19671,False
OR14L1P,4.174377075270926,19672,False
PNPLA4,4.1742901218852015,19673,False
ENSG00000254979,4.174254801938589,19674,False
RHCG,4.174102898919885,19675,False
EIF2B3,4.173770568605007,19676,False
MPO,4.173760583476951,19677,False
TYW3,4.173709457307371,19678,False
ABHD16A,4.173676920521024,19679,False
SLTM,4.173542288631714,19680,False
LINC01122,4.173509698915473,19681,False
GRIK1-AS1,4.173462238161607,19682,False
PDE6A,4.173158913568252,19683,False
ENSG00000255856,4.173027665574254,19684,False
MIR217HG,4.172957436233241,19685,False
MRPL30,4.172831789059721,19686,False
ENSG00000289365,4.172690497535602,19687,False
YIPF6,4.172689472791553,19688,False
AMER3,4.172644465100729,19689,False
HLA-DQA2,4.172538414484082,19690,False
PMM2,4.172495642475337,19691,False
ENSG00000259727,4.172494533544375,19692,False
WDR11-DT,4.172485676222077,19693,False
ENSG00000236494,4.172478625148931,19694,False
ENSG00000223528,4.172395917221476,19695,False
ENSG00000245857,4.172286058792211,19696,False
IL12A,4.172135605333062,19697,False
ENSG00000286077,4.1719972219851815,19698,False
A1BG,4.171954833072322,19699,False
GVQW3,4.171921217018056,19700,False
FUT10,4.171730724199949,19701,False
LINC01203,4.171554682045151,19702,False
TSSK6,4.171332932564345,19703,False
ZNF649,4.171161890732459,19704,False
ENSG00000260000,4.171094520726199,19705,False
KCNE5,4.171089084632542,19706,False
HAP1,4.17074912662373,19707,False
ENSG00000269997,4.170675089936054,19708,False
MED30,4.1706619966272,19709,False
NUP107,4.170460583489677,19710,False
NDUFAF6,4.17013940372963,19711,False
HSD3BP5,4.170001596892362,19712,False
CCDC15,4.169969792929712,19713,False
ENSG00000261114,4.169826933792098,19714,False
CFAP157,4.169697600800366,19715,False
ENSG00000285857,4.169627778513492,19716,False
TLK1,4.169070575267239,19717,False
ENSG00000259244,4.168985277223315,19718,False
ENSG00000240219,4.168827342654175,19719,False
NDUFA3,4.168692229700293,19720,False
ENSG00000289833,4.1686074634578585,19721,False
SLC26A4,4.168499448218162,19722,False
OR2M4,4.168354302840014,19723,False
RSKR,4.1681409619314636,19724,False
NPAT,4.167751679850932,19725,False
BBS12,4.167733354688901,19726,False
BET1,4.167657431055777,19727,False
TAF11,4.167487597615476,19728,False
HBD,4.167363746789138,19729,False
PACERR,4.166934591404177,19730,False
KRTCAP3,4.1668896044225825,19731,False
ENSG00000276805,4.1657404907938895,19732,False
ENSG00000288310,4.1657404907938895,19733,False
ENSG00000286415,4.165571030054946,19734,False
CEP135,4.16549062309205,19735,False
PEX3,4.165462883635968,19736,False
ENSG00000286782,4.165156926212817,19737,False
ENSG00000286248,4.1650754215099814,19738,False
EIF1AD,4.1650545346994985,19739,False
ENSG00000249476,4.164646296297469,19740,False
SYS1,4.164470503241244,19741,False
CETN2,4.164296389026444,19742,False
ZNF506,4.164088795251227,19743,False
ENSG00000289436,4.163848468231667,19744,False
ENSG00000264985,4.163558303925147,19745,False
IL18BP,4.163430796340109,19746,False
RPL32P3,4.163236307350942,19747,False
GGNBP2,4.163205739479759,19748,False
GARIN1A,4.16316195534286,19749,False
ZNF713,4.16309499116208,19750,False
LINC01524,4.162732883652047,19751,False
FAM53B-AS1,4.162604539874149,19752,False
ENSG00000287837,4.162590666683874,19753,False
ENSG00000223804,4.162249975741917,19754,False
ZNF426,4.161868559628087,19755,False
LINC03025,4.161833189311326,19756,False
CHMP2B,4.161697287691724,19757,False
STEEP1,4.161485453904865,19758,False
TSEN2,4.161462552811763,19759,False
ZNF331,4.161452304889002,19760,False
ENSG00000278911,4.161267249617766,19761,False
ENSG00000286313,4.161229163291217,19762,False
COPS8-DT,4.161217412328021,19763,False
RPS6KA5,4.161136452104415,19764,False
RPAP2,4.161065083996045,19765,False
ENSG00000287762,4.160900607734647,19766,False
TRIM73,4.1604491043226535,19767,False
PRR34,4.16042331499533,19768,False
LINC03022,4.160212309549503,19769,False
LINC02611,4.160082134532379,19770,False
LINC02506,4.160016081163786,19771,False
ENSG00000271522,4.159778002243135,19772,False
PUS10,4.159699548297668,19773,False
ENSG00000250041,4.1596533180731905,19774,False
ENSG00000213963,4.1595526717809514,19775,False
ENSG00000273314,4.159497308324514,19776,False
GTDC1,4.159461444840913,19777,False
ZNF780A,4.159240595564776,19778,False
LINC02200,4.159035983407968,19779,False
AGER,4.158977489860699,19780,False
AGER,4.158977489860699,19781,False
AGER,4.158977489860699,19782,False
WNT3,4.158966544476092,19783,False
ENSG00000257489,4.1589410226045755,19784,False
ENSG00000289133,4.158679394880603,19785,False
OR4D9,4.15860314487293,19786,False
TEX14,4.158589675687265,19787,False
C2ORF68,4.158215062226371,19788,False
NCLP1,4.157969944789743,19789,False
ENSG00000284930,4.157819448364215,19790,False
ENSG00000250945,4.15778960890327,19791,False
ENSG00000257086,4.1576715975384175,19792,False
CIDECP1,4.157637796188567,19793,False
CBWD6,4.1575395536929145,19794,False
ZNF436-AS1,4.157200479937028,19795,False
